loss,mae,val_loss,val_mae,learning_rate
0.006441884208470583,0.04761403799057007,0.0025733199436217546,0.033712856471538544,0.0010000000474974513
0.001523188198916614,0.02685496397316456,0.0018249432323500514,0.028894219547510147,0.0010000000474974513
0.0010538494680076838,0.022031502798199654,0.001439226558431983,0.025126753374934196,0.0010000000474974513
0.0008693664567545056,0.019784215837717056,0.0011555257951840758,0.022059906274080276,0.0010000000474974513
0.0007764676120132208,0.01853395439684391,0.0011213026009500027,0.021255867555737495,0.0010000000474974513
0.0007236688397824764,0.017749803140759468,0.0010385087225586176,0.020412683486938477,0.0010000000474974513
0.0006891986704431474,0.017176799476146698,0.0010013898136094213,0.020140305161476135,0.0010000000474974513
0.0006686396081931889,0.01681382581591606,0.0009613593574613333,0.01906944438815117,0.0010000000474974513
0.0006546020740643144,0.01655671000480652,0.0009185178787447512,0.018655184656381607,0.0010000000474974513
0.0006412748480215669,0.01628805138170719,0.0009399590198881924,0.018983609974384308,0.0010000000474974513
0.0006331878248602152,0.016138264909386635,0.0009485938935540617,0.019226478412747383,0.0010000000474974513
0.000625237706117332,0.01600036211311817,0.0009277524659410119,0.019017336890101433,0.0010000000474974513
0.0006151408888399601,0.015831926837563515,0.0009173257276415825,0.018789688125252724,0.0010000000474974513
0.0005839724326506257,0.015230377204716206,0.0008815320325084031,0.017958475276827812,0.0005000000237487257
0.0005827596178278327,0.015202391892671585,0.000849577016197145,0.01749335788190365,0.0005000000237487257
0.0005797037738375366,0.015140538103878498,0.0008623453322798014,0.017564557492733,0.0005000000237487257
0.0005765449022874236,0.015083318576216698,0.0008793065208010375,0.017940586432814598,0.0005000000237487257
0.0005584128084592521,0.014731776900589466,0.0008272450650110841,0.017078770324587822,0.0002500000118743628
0.0005589551874436438,0.014732479117810726,0.0008499352843500674,0.01736578717827797,0.0002500000118743628
0.0005583619931712747,0.014711636118590832,0.0008211102685891092,0.016955556347966194,0.0002500000118743628
0.0005562865408137441,0.014671017415821552,0.0008168869535438716,0.016857566311955452,0.0002500000118743628
0.0005553894443437457,0.01465940847992897,0.0008305193041451275,0.0169457346200943,0.0002500000118743628
0.0005543967708945274,0.014637111686170101,0.0008327036630362272,0.01719076745212078,0.0002500000118743628
0.000552980462089181,0.01461577694863081,0.0008317881147377193,0.01720883511006832,0.0002500000118743628
0.0005524209118448198,0.014606409706175327,0.0008473733905702829,0.017245866358280182,0.0002500000118743628
0.0005431853351183236,0.014413791708648205,0.0008182086749002337,0.016886921599507332,0.0001250000059371814
0.0005435203784145415,0.014413589611649513,0.0008207329083234072,0.017045490443706512,0.0001250000059371814
0.0005414433544501662,0.014382396824657917,0.0008182433666661382,0.016912246122956276,0.0001250000059371814
0.0005425703711807728,0.014392240904271603,0.0008054195204749703,0.016741739585995674,0.0001250000059371814
0.0005379049689508975,0.014299754053354263,0.0008049116586335003,0.016603611409664154,6.25000029685907e-05
0.0005368757992982864,0.014286153018474579,0.0007944466779008508,0.016484515741467476,6.25000029685907e-05
0.0005366188124753535,0.014279275201261044,0.0007965457625687122,0.01657084748148918,6.25000029685907e-05
0.0005355401081033051,0.014267285354435444,0.0007893484435044229,0.01647447608411312,6.25000029685907e-05
0.0005324991652742028,0.014204464852809906,0.0008014333434402943,0.016596447676420212,3.125000148429535e-05
0.0005324695375747979,0.01420312374830246,0.0007967331330291927,0.016506696119904518,3.125000148429535e-05
0.0005332787986844778,0.014202035032212734,0.0008037330699153244,0.016593055799603462,3.125000148429535e-05
0.0005333826993592083,0.014216192066669464,0.0007997031207196414,0.016551056876778603,3.125000148429535e-05
0.0005315543967299163,0.014182104729115963,0.0007937733898870647,0.016457252204418182,1.5625000742147677e-05
0.0005312626017257571,0.014178439043462276,0.0007932345615699887,0.016414128243923187,1.5625000742147677e-05
0.0005310829728841782,0.014177360571920872,0.0007975231856107712,0.016541462391614914,1.5625000742147677e-05
0.0005314499721862376,0.014178378507494926,0.0007941107032820582,0.016448477283120155,1.5625000742147677e-05
